text,label
"Lebron came straight out of highschool to play with GROWN men in the NBA. Jordan had one of the greatest college coach in Dean Smith and one of the greatest NBA coach in Phil Jackson. Lebron took that 1st Cav's team full of nobodies to the finals. Jordan got beat in the 1st round with his team of nobodies. Goat James is special.",pro_lebron
"lebron is a joke",pro_jordan
"You say things that are myth. LeBron cannot guard 1-5. Vorp is longevity, 3 ball means more shots for LeBron, and we all know he has an awful jump shot.",pro_jordan
"People who think Lebron is the Goat over MJ never seen him play or had no Fathers growing up.",pro_jordan
"LeBron's the GOAT to me...comparing Michael Jordan to LeBron James is like comparing a 4.0 GPA student who had the easiest classes to a 3.8 GPA student who had really tough honor AP classes...there's no way Jordan would've appeared as good in today's NBA he would've flopped just like how he flopped on the Wizards lol",pro_lebron
"im picking lebron",pro_lebron
"Now that I finished this. Jordan played every minute he was on the court. LeBron has the image of greatness but not the earned on the court bona fides of greatness.",pro_jordan
"MJ all day, and it's not even close... MJ was way more skilled. LeBron has one move, and he can't shoot outside of 3 foot. Case closed.",pro_jordan
"Everything LeBron did still did not result in constant consistent and INTIMIDATING championship basketball. Jordan changed his game for the team to win championships. LeBron changes the team so HIS game cannot win championships.",pro_jordan
"M.J was ahead of his time. LeBron is no doubt the better All Around player. They're both great but you could plug Bron in from PG to Center and he'd be 1st Team All Pro wherever you put him.",neutral
"bron is a far better overall player but jordan fans only talk about rings lol if thats the case everyone stfu and bill russell would be the goat",pro_lebron
"Jordan was better championships count way more than dumb longevity",pro_jordan
"LeBron is a choke artist and lost times in the finals Jordan never lost or choked in the finals. Never had to create super teams LeBron is nowhere near better than Jordan",pro_jordan
"Jordan only played 15 seasons LeBron 23",pro_lebron
"LeBron is the goat, everybody saying longevity is coping. Longevity isn't the greatest thing LeBron has done. It's the rarest. No player in any sport in history has played as consistently as LeBron. Lebron would've beat mj in every factor when it comes to skill alone.",pro_lebron
"I don't put Lebron in the top 2 GOAT. My list = Jordan, Curry, Lebron",pro_jordan
"LeBron is the greatest loser to play the game, and Michael is the greatest winner. Michael is far and away the superior player. The way he got his rings was by teaming up with the best players in the league in their primes.",pro_jordan
"Firstly, you failed the entire video when you said Jordan had elite efficiency. Over a 15-year career, 10 of those years he led the league in most taken and most missed shots. LeBron is much more efficient. Just off that alone, I'm giving the title of GOAT to Lebron.",pro_lebron
"LeBron is the GOAT he's surpassed Jordan, and it's been that way for years now. That's why some Jordan fans take it so personally; it's tough to accept that the standard has shifted.",pro_lebron
"LeBron is the goat. Jordan is a quitter while LeBron took no breaks. Imagine if the quitter gambling addicted lived during the social media era",pro_lebron
